Customer_ID;Age;Education_Level;Monthly_Income;Num_Children;Num_Teenagers;Total_Purchases;Total_Spending;Last_Purchase_Amount;Recency_Days;Football_Spending;Running_Spending;Swimming_Spending;Kids_Sports_Spending;Preferred_Channel;Campaign_Exposure;Campaign_Response;Loyalty_Member;Customer_Tenure;Club_Status;Purchase_Comment
C1209;27;3;3338;1;0;13;1422,3;431,00 €;28;247;609;413;24;Store;1;0;1;1383;Professional Club;This energy drink was disgustingly greasy. It was far below what was advertised. The flavor was overpowering in the worst way. I cannot recommend this to anyone.
C1494;27;1;2782;0;0;10;147,4;44,67 €;175;82;27;25;0;Store;1;1;0;1387;None;Our cats thrive extremely well on this dry cat food.  They definitely have much less hair ball throw ups and their fur is great.  They are fit and not over weight.  This vendor ships extremely fast.  Is one of the top Amazon suppliers in our book!
C0116;55;2;5137;1;1;22;1195,7;362,33 €;89;278;338;128;343;App;1;0;1;1778;Professional Club;I love this tea. It helps curb my eating during the day. My Mom and I have given it all friends to try.
C0847;59;3;6517;3;0;21;1178,1;357,00 €;85;436;380;237;18;Store;0;0;0;1553;None;The basketball is amazing and fits perfectly and feels great, I am very happy with this purchase.
C1140;45;1;5810;1;2;8;1094,5;331,67 €;30;397;48;54;0;Web;1;0;1;1742;None;This protein bars was shockingly bad. It left a greasy residue on my hands. There was no freshness whatsoever. It completely ruined my expectations.
C0539;55;3;3798;0;3;19;460,9;139,67 €;159;153;157;109;0;Web;1;0;1;858;Professional Club;The sports backpack is perfect and extremely durable and reliable, I am very happy with this purchase.
C1245;41;2;5837;1;0;6;1019,7;309,00 €;10;95;189;452;191;Web;0;0;1;196;Amateur Club;This sports jacket was shockingly bad. It felt soggy instead of crispy. I have had far better from competing brands. I feel misled by the description.
C0595;36;3;4013;0;0;6;249,7;75,67 €;94;16;123;88;0;Store;0;0;1;486;None;The running leggings is durable and extremely durable and reliable, I am very happy with this purchase.
C0142;48;2;4674;1;2;22;1219,9;369,67 €;96;539;50;260;260;Store;1;0;0;1443;Professional Club;Twizzlers brand licorice is much better than that other well known brand.<br />If you can get these for $2 to $2.50 a package with free s/h it's a good deal.<br />The black and cherry have good taste
C0257;51;3;5420;1;0;7;380,6;115,33 €;128;47;176;63;60;Web;1;0;0;1405;Amateur Club;These Nature Valley Nut Lovers Variety Pack was perfect. Although I wasn't sure about the peanut butter bar, it was excellent. I loved the Roasted Almond, Roasted Pecan and the Peanut Butter.<br /><br />I will definately buy from this seller again. Quick shipping and very fresh.
C1417;61;2;3511;3;0;21;2158,2;654,00 €;47;604;729;277;352;App;1;1;1;1130;None;This is the same stuff you can buy at the big box stores.  There is nothing healthy about it.  It is just carbs and sugars.  Save your money and get something that at least has some taste.
C0205;45;2;3052;1;2;18;862,4;261,33 €;12;259;204;58;263;App;0;0;1;1413;Amateur Club;The tiny Altoids are great for a quick breath freshening and the small box is great for portability. It's full, but compact.<br /><br />I haven't run out yet, and probably won't for a couple months, but I can't wait to buy it again.
C0817;31;4;3007;0;0;19;1118,7;339,00 €;35;421;477;119;0;Web;0;0;0;1796;None;The swimming cap is great and very comfortable during training, I am very happy with this purchase.
C0764;36;3;3094;0;0;2;684,2;207,33 €;175;20;227;375;0;App;1;0;0;513;Amateur Club;The cycling helmet is solid and great value for money, I am very happy with this purchase.
C0001;56;4;7272;3;1;24;445,5;135,00 €;131;87;116;99;103;Web;1;0;1;1432;None;I have bought several of the Vitality canned dog food products and have found them all to be of good quality. The product looks more like a stew than a processed meat and it smells better. My Labrador is finicky and she appreciates this product better than  most.
C1514;43;3;4846;0;3;17;1094,5;331,67 €;61;639;103;253;0;Store;1;0;1;1167;None;"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer"
C1471;58;4;7993;2;0;2;1057,1;320,33 €;42;465;98;241;157;Web;1;1;1;1935;None;These are absolutely scrumptuous!  My husband and I both love them, however, as another customer put it, they are expensive to ship!  The cost of shipping is more than the tartlets themselves are!
C0237;60;4;7231;0;3;7;726;220,00 €;119;21;312;327;0;Store;1;0;1;1907;None;This is the ultimate puppy food.  The kibbles are great for small breeds.  High in digestible nutrients as opposed to fillers some companies use.  Less waste results from the high quality ingredients.  I have been hunting, training, showing and handling various breeds of dogs for nearly 40 years, with multiple National Champions.  I have been highly satisfied with Eukanuba's quality and the results I have obtained feeding their foods.  My recent purchases are with WAG, through AMAZON.com.  Their prices are the best I have found and they are very good at shipping immediately on items in stock.
C1424;26;4;3143;1;0;9;1104,4;334,67 €;132;196;254;219;335;App;1;0;1;335;None;Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.
C1180;26;3;2775;0;0;4;1472,9;446,33 €;104;1068;323;167;0;App;1;1;0;1297;Professional Club;This protein bars was totally misleading. It left a greasy residue on my hands. There was no freshness whatsoever. It completely ruined my expectations.
C1307;32;3;4010;0;0;11;267,3;81,00 €;68;2;134;107;0;App;1;0;1;1079;Amateur Club;This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral
C0475;64;2;6368;1;2;16;863,5;261,67 €;116;160;199;215;211;Web;1;0;1;816;None;Decathlon table tennis table: clear assembly, good bounce, stability depends on the floor.
C0688;51;3;7053;0;1;17;547,8;166,00 €;88;43;164;291;0;App;0;0;1;975;None;The basketball is excellent and well designed and lightweight, I am very happy with this purchase.
C0816;47;3;5361;1;0;8;1024,1;310,33 €;14;496;15;343;77;App;1;1;0;165;None;The tennis racket is amazing and makes training much more enjoyable, I am very happy with this purchase.
C1478;52;4;6203;0;4;21;1588,4;481,33 €;127;502;698;244;0;Store;0;0;0;297;None;I was diappointed in the flavor and texture of this mix.  I usually like most of the Low Carb things I have tried, but was diappointed in this specific one.
C1114;20;5;3127;0;0;7;880;266,67 €;155;490;133;284;0;Store;0;0;1;1008;None;The swimming cap is fantastic and improved my performance immediately, I am very happy with this purchase.
C1294;40;4;5298;1;2;8;931,7;282,33 €;129;408;94;21;324;Web;1;0;0;964;Amateur Club;Twizzlers, Strawberry my childhood favorite candy, made in Lancaster Pennsylvania by Y & S Candies, Inc. one of the oldest confectionery Firms in the United States, now a Subsidiary of the Hershey Company, the Company was established in 1845 as Young and Smylie, they also make Apple Licorice Twists, Green Color and Blue Raspberry Licorice Twists, I like them all<br /><br />I keep it in a dry cool place because is not recommended it to put it in the fridge. According to the Guinness Book of Records, the longest Licorice Twist ever made measured 1.200 Feet (370 M) and weighted 100 Pounds (45 Kg) and was made by Y & S Candies, Inc. This Record-Breaking Twist became a Guinness World Record on July 19, 1998. This Product is Kosher! Thank You
C1503;33;5;3084;0;1;20;1259,5;381,67 €;26;873;221;51;0;App;1;1;0;521;Amateur Club;I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.
C0477;35;4;3613;0;0;21;444,4;134,67 €;14;226;28;150;0;App;0;0;0;532;None;Decathlon basketball: grip is fine, holds air well, consistent bounce indoors.
C0716;23;2;3164;1;0;11;898,7;272,33 €;86;289;208;156;164;App;1;0;1;1955;None;The basketball is high-quality and very comfortable during training, I am very happy with this purchase.
C0661;58;4;7993;2;0;2;1057,1;320,33 €;42;465;98;241;157;App;1;1;0;1918;None;The goalkeeper gloves is fantastic and improved my performance immediately, I am very happy with this purchase.
C0922;48;3;5131;0;0;9;629,2;190,67 €;103;377;37;142;0;Store;1;0;0;1359;Professional Club;This sports jacket was totally misleading. It felt soggy instead of crispy. I have had far better from competing brands. I feel misled by the description.
C1027;37;4;3981;1;0;1;2521,2;764,00 €;106;575;630;267;0;Web;1;1;0;616;Amateur Club;The running sneakers is superb and improved my performance immediately, I am very happy with this purchase.
C0247;40;2;4459;0;2;2;876,7;265,67 €;40;68;298;431;0;Store;1;1;0;160;None;I love love love this deal - it's way fun to pick from so many! Teas and chocolates and ciders as well as many coffees. The other outfits that assemble samplers are boring - they do the choosing, and from a much narrower range. The sellers here are very nice, also, and will answer questions via email about the slightly confusing ordering method (it's easy). If you want great packaging, forget it - they ship fast, and the kups are just tossed loose in a box. Who cares?
C0011;50;2;4806;0;0;9;1731,4;524,67 €;62;709;455;410;0;App;0;0;0;1348;Amateur Club;I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.<br /><br />Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.<br /><br />If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.<br /><br />Thank you for the personal, incredible service!
C0132;31;2;3928;1;1;10;1320;400,00 €;25;465;205;275;255;Web;1;1;1;352;None;I must be a bit of a wuss, because this soup tastes to me how I imagine fire might taste. Typically I like spicy food if it has a good flavor.  I don't find this to be the case with this soup. Any flavor is killed off by the burn.
C0154;50;2;5151;0;0;22;1179,2;357,33 €;45;302;458;312;0;App;1;1;0;500;Amateur Club;These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy.
C0420;62;3;6231;3;1;23;1578,5;478,33 €;81;197;370;372;496;App;1;0;0;374;None;These arrived on time and packaged in green plastic wrap.  The cookies were as fresh as the boxes found in the local grocery store.<br /><br />I have no complaints but I also now have no more cookies. We ate them all!
